"username","rating","helpful","total","date","title","review"
"opusbaker","10","4","7","8 August 2015"," Pure movie magic. Outstanding Movie
","Seems like every 20 years or so there comes along a movie that gets the term ""movie magic"". This film is exactly that. The cast carry this film without any fancy cgi, no profanity and most of all a solid family friendly film.<br/><br/>The filmography is top notch, the acting is top notch. Brings back that special feeling that a movie should leave the viewers with.<br/><br/>There were a couple scenes where I thought that this movie was going to the wayside, but then it snaps you right back into the story, and that is the characteristic of a great film. A film where when you are watching it you completely forget what is going on outside and you are totally immersed into the story.<br/><br/>Most of all you leave the movie feeling good.<br/><br/>Great Job!!"
"punitivedamages","9","7","15","22 April 2015"," Little Boy - good stuff
","One of the knocks on ""Christian"" films is that they lack subtlety; the message is wielded like a blunt force instrument, and the story resolution comes by way of a pat ending, reached always through faith in God. Heroes and villains are drawn in stark contrast, and the heroes are the ones that believe in God the most. I don't agree it is a valid knock in all cases, but I appreciate at least that criticism, and see the point. <br/><br/>Then there is Little Boy. First, I would hesitate to call it a ""Christian"" film at all, as the message seems broader than that, but what the heck - call it a Christian film. In fact, call it a Catholic film. Perish the thought! <br/><br/>Little Boy is a meditation on many things - the belief that faith without works is dead; the belief that works without love are also dead; the corporal works of mercy. All of these are Catholic beliefs, some uniquely so. But they are also all human. Should we treat each other well because we love God? Or because it's right? Does it matter? <br/><br/>In the end, Little Boy is also a mediation on the nature of faith itself. Does our faith in God change God? Or cause him to do what we want Him to do? Or does our faith simply allow us to see what God does through the eyes of trust and love, through the eyes of a little boy gazing upon a father that he worships? The formula in a lot of Christian films is that faith helps us get what we want. The reality is that faith helps us to deal with what God wants. There is a big difference. <br/><br/>I enjoyed Little Boy, but not simply for its message of faith. We can all see ourselves in one character or another as they all deal differently with the tension of WWII. Overall, Little Boy is a touching and poignant film, well worth a shot."
"oscaralbert","8","5","10","16 May 2015"," In a clever allegory promoting nuclear warfare . . .
",". . . the title character LITTLE BOY is conflated with the real-life bomb bearing that code name, which instantly vaporized some 80,000 mostly civilian Japanese folks on August 6, 1945. (Note that if Sony Corporation had its hooks into ALL U.S. theater chains, this flick would have been seen by even FEWER people than was THE INTERVIEW.) One hour, 13 minutes, and 45 seconds into LITTLE BOY, this film's soundtrack joyfully blares the Sunday School standard ""This Little Light of Mine"" while archival footage of Hiroshima's apocalyptic Death Cloud brightens the screen! (This may be the first documented and totally overt ""Nukes for Jesus"" message EVER conveyed by American mass media.) To hammer this point home, 39-inch-small LITTLE BOY next pictures HIMSELF as his namesake Nuclear Holocaust Capsule, standing as the ONLY human alive deep in Hiroshima's Ground Zero Crater! The not-so-subtle main message here is that LITTLE BOY's daddy only survives WWII because of the A-Bombs. LITTLE BOY's implicit argument is that America has lost Her way since 1945, and MUST revert to nuclear Revenge & Deterrence forays into world trouble spots such as Iran, Russia, North Korea, and China to regain Her stature as God's Annointed Holy Nation. The rest of this movie is carefully constructed to teach LEGAL immigrants about the proper way to live in America. Mr. Yashimoto is NOT accepted until ALL of his cultural keepsakes (and traditions) are stomped to bits in the dust. LITTLE BOY is yelling to the barrio, ""Forget May 5, Quincineras, and piñatas--gorge on Fourth of July hot dogs instead!"
"peterp-450-298716","8","3","5","1 September 2015"," I'm not a fan of tear jerking, corny movies, but this one caught my attention from the first minute.
","""Are you saying I should stop? I would say do what makes sense for you.""<br/><br/>""Little Boy"" is about a strong father-son relation, faith, hope, love and trust. And all this with the help of a mustard seed and an illustrious magician out of a comic strip. Oops, faith and a parable about a mustard seed. You immediately expect it to be a slightly religious movie with the Christian theme about faith as a central topic. Ultimately, this isn't entirely the case. At some point it even appeared as if the savvy Pepper (Jakob Salvati) succeeded in surprising the officiating priest with his astounding, logical and unrestrained questions. ""Why wouldn't God want to bring my dad back ?"", he asks innocently. The underlying message in this beautiful and moving film is indeed imbued with a message from the holy book, but ultimately it isn't really that preachy. Let's just say that if you believe in something, you can reach your goal. You could even move mountains. ""Do you believe we can do this? Yes, I believe we can do this "".<br/><br/>Pepper Busbee is a roguishly looking kid who's very small for his age (but not a ""midget""). That's why he's being bullied by the bigger boys who live in the fictional coastal town O'Hare. A town you also can admire on postcards, as pointed out by the voice-over of Pepper personally at the beginning. Pepper's best friend and partner is his father James Busbee (Michael Rapaport) who shares Pepper's enthusiasm for comics and cinema films. Until the day comes when James has to go to the front, because the eldest son London (David Henrie) is rejected by the army due to flat feet. Pepper's world collapses and he believes that he could bring his father back home by sheer force.<br/><br/>Personally I'm not a big fan of sentimental, tear jerking films, with moral and Christian values . But this 105 minutes long film kept me in its grasp from the first minute. It reminded me a bit of ""Forrest Gump"" which is also situated in this period, America during World War II with its homely and Christian values, and with a main character who succeeded in accomplishing something simply by perseverance and believe. As antithesis of this pious values, some inferior qualities (racism and bullying) that sometimes emerge in a person, are being used. The son of the local doctor, Dr. Fox (a funny rendition by Kevin James) who does a follow-up on Pepper's condition and tries to get in the favor of Pepper's mother Emma (Emily Watson), takes care of the bullying part. The racism against Asian civilians is nourished by the attack on Pearl Harbor, after which Japanese citizens were accommodated in camps. The target here is the returned resident Hashimoto (Cary-Hiroyuki Tagawa) who's constantly being threatened by both London and a fellow townsman (Ted ""The Silence of the Lambs"" Levine), whose son was killed during the attack on Pearl Harbor. Even Pepper is sucked into this spiral of hatred.<br/><br/>To steer everything in the right direction, the priest Oliver (Tom Wilkinson) shows up and tries to explain to Pepper the meaning of Matthew 17:20 ""Truly I tell you, if you have faith as small as a mustard seed, you can say to this mountain, 'Move from here to there,' and it will move"". And to strengthen his faith, he hands Pepper a to-do list with a few assignments, including the difficult task of befriending Hashimoto. First I must admit that I thought Wilkinson was a very amiable man of faith. The way he helps Pepper. He does that in a child-friendly, compassionate and somewhat playful way and not in a patronizing, intrusive and pedantic manner where contradiction isn't tolerated. Let's say that the ecclesiastical institution is presented in a very different way than it was during that time period (as I imagined it would be).<br/><br/>If you really don't like those sentimental, corny movies that'll make emotional people cry all the time, you'll probably ignore this one. But rest assured, there are also admirable, beautiful aspects in this film. The performances of Tagawa and Wilkinson are just plain fantastic. Both the Japanese citizen who resigns to one's fate and the at that time very modern Catholic priest. Both of them interpret their roles with bravura, although Tagawa seems like the teacher from ""The Karate Kid"" who stands up for the weak, little fellow. Salvati also delivers a magnificent performance, only it seemed sometimes as if it figuratively grew above his head during the deep emotional moments. And his grimaces and theatrical facial expressions during his attempts to evoke telekinetic powers, looked rather funny after a while. And that his name was associated with the most destructive weapon of WWII, actually caused a nasty aftertaste. But besides that, this film told a story of everlasting hope and confidence and still succeeded to fascinate me. A movie with a smile and a tear.<br/><br/>More reviews here : http://bit.ly/1KIdQMT"
"rural01-915-842423","10","2","3","26 May 2016"," Excellent
","""Little Boy"" is by far the best movie I have seen in a very long time. There were so many positives in this film, that it is almost difficult to identify them individually. <br/><br/>The story was excellent with a perfect plot, holding just the right amount of surprises. It held an air of realism, including fair treatment of faith, racism, and bigotry, resulting in a realistic characterization of love and hate. All was treated honestly and reflectively. <br/><br/>The film was an honest characterization of a family during World War II, named for a little boy who worshiped his dad. His innocence, coupled with determination stole your heart. In fact, all of the characters were excellently portrayed. They were not only believable but completely likable.<br/><br/>The film took place during the second World War, using flashbacks between the family home and the battlefield. It was easy to follow the progression, which often times is a problem for some films. <br/><br/>I'd recommend this movie to anyone who has a heart."
"oneto-1","10","2","3","13 August 2015"," Wow! LITTLE BOY is a LONG surprise!
","I was planning to miss this movie as there was no buzz in the town! Watched this movie when I had nothing to do and believe me it was the best time I used in months, missing this movie would have been biggest mistake. <br/><br/>LITTLE BOY is like ME. When I was young, I used to live in fantasies, I used to believe in Myths, I used to be innocent with pure heart, I used to Like Comics and their Super Heroes. <br/><br/>This is why I can relate with the main character. Movie also tried to handle serious issues sensibly and fairly. I applaud for that. I cried at the Climax. Man! this movie is touching. <br/><br/>I don't know from where to start, there are lots of things to say about this movie. This movie is entertaining, far better than many garbage movies in last few months. I congratulate the people who made this masterpiece."
"rafenskalalumba","10","2","3","12 August 2015"," Little Boy
","This movie is wonderfully made. The feeling I got when watching this was the same when I watched Green Mile and Shawsank Redemption. <br/><br/>The story, picture, cast, wonderfully worked to make this movie, if I could give 100 I would! This movie is worth your time and so much to learn from this movie! We need this kind of movie more in our life. MUST WATCH :)<br/><br/>The little boy suits the character and everyone in it as well. This teaches us that if you have faith anything is possible. I cried and laugh during this movie because it was funny and touching as well.<br/><br/>In my opinion this is the best movie I've ever seen since Shawsank Redemption and Green Mile. Good for whole family to watch SOrry for my broken English"
"benmeijereft","10","1","1","11 May 2020"," A challange to become a better human being.
","Little Boy 2015<br/><br/>Setting: WW2, American men wanting to contribute by going off to fight the war, and people being left behind.
There are several stories, and several themes interwoven.<br/><br/>There is a story of a little boy who hopes to find a way to get his dad to come back by making a deal with God, as explained by a quirk of luck by a father Oliver.
Father Oliver gives Pepper a to do list, to help him ""grow his faith"".
The boy accepts the challenge, and is willing to do whatever.
The challenge is one every one of us grown ups can take on as a serious request: Fight the inner battle to become a better human, purify your heart by changing it.
All the cards are stacked against the little boy, discimination, bullying, we get shown a painfully good look at the sorry state of affairs of the heart of our fellow men.
The movie accepts this challenge at the comfortable Hollywood level, and fails to pick up the challenge at the level Christ took it, but that is for us to do.<br/><br/>The gauntlet has been thrown down, challenging u to pick it up, and shaming us and showing us exactly why we need to."
"rockyparadise","10","1","1","9 July 2019"," Wonderful
","A lot of folks have missed the point. This movie is from a child's point of view. As such, it's superb. Children don't think the way adults do. Once you watch it from little boy's point of view u'll understand why I had to rate this movie as a 10."
"Benjamin-M-Weilert","9","1","1","26 May 2019"," An endearing message.
","Definitely a wholesome film that knows just how to pull at your heartstrings. And while the main thrust of the plot may seem a little cliche, its message is endearing and definitely worth the watch."
"AnthonyMeg","8","1","1","21 January 2019"," don't belittle the little boy
","This movie killed two birds with one stone, it tackled racism against japanese during the second world war period, also it focused on matter of the metaphysical power of a might faith, most of the ending scenes were sentimental sobbing material in which render the movie to become melodramatic and fanciful , i enjoued it although i thought it was going to be tiresome but luckily it wasn't tacky ."
"iyamegyu","10","1","1","9 November 2018"," beautifully heart-wrenching
","So we were at school, and the entire 7th grade had to watch this film. After the film was finished, most of the people watching were crying a bit. This movie was beautiful, heart-wrenching, funny, and empowering. We never expected the film to be THAT nice but it turned out that it did. I loved its message about faith and though it may have been shown in a bit of a Christian way, it still speaks to people of all religions about faith and never giving up. I love how the little boy is able to stand up for himself despite being little. I also loved the setting of the film, which was in the sunny, seaside town of O'hare, California. I also loved its vintage feel. 100% recommended."
"phd_travel","8","1","1","5 September 2016"," Really cute WW2 family movie
","This movie is one of those heart warming movies that has all the right elements. It isn't just one of those movies that jump on the WWII band wagon types. There actually is a charming and moving story that involves the war to be told here. Enjoyed the slightly magic realism nostalgic style of the movie that had a Forrest Gump quality to it.<br/><br/>The cast are all good from big names like Emily Watson to Kevin James to the other less famous supporting cast. The actor who plays the little boy is effective at tugging at the heart stings when necessary. Reminds a bit of the recent underrated ""Book Thief"" which also has Emily Watson. Good trend to turn to historical settings to make family movies.<br/><br/>Worth watching/"
"cp_nyc","10","1","1","18 May 2016"," Wonderful movie with lots of heart!
","I created an account just so I could review this movie. This a wonderful movie that made me smile and cry! The negative reviews of this movie are what is wrong with this world. There are so many people filled with hatred and bitterness that they can't see what a heartwarming film this is! Why can't these people just accept this movie for what it is??...a lovely film! Movies are meant to entertain; that's it! I have rented it twice and just watched it for the second time. I love it so much that I am going to buy the DVD. Even my 6 year old loved it. The acting in this movie is outstanding and I don't mind the cliché ending. This movie touches on many things, but the part I liked the most was about faith and believing in yourself. And I like movies that also make me cry buckets of tears. The people who gave this movie a negative review should have their pulse checked! Bottom line is that I highly recommend this movie and wish it got more recognition."
"sofires","9","1","1","17 January 2016"," Loved every second of IT
","This movie is incredible. It has a great cast, the boy is an amazing actor and you really connect with him. You share his emotions during the whole movie. I laughed and cried at the same time. The plot is interesting and moving, it leaves a good message of tolerance and respect more than a religious one as some the critics have said. The music is also good and the costumes and art direction is great! Honestly I recommend this movie for everyone, adults, kids and the whole family! Also it has content that is relevant for the moment of the movie. Give the movie a chance and don't be lead by the comments and ratings of the critics."
"danielmealey","10","1","1","14 January 2016"," Very touching
","I can't say I've ever 'reviewed' anything before, but felt the need to express my thoughts on this one. ""Little Boy"" managed to engage me on a deep level, and to challenge my own anger / sorrow having lost my Dad ultimately to the effects of a long campaign in Vietnam, combined with my own experiences in a war-zone in Afghanistan. There are very few books/ movies in which you find yourself identifying with a more sinister character in the plot (in my case, London - the angry and vexed teenager, struggling to choose a battleground to express or extinguish his bitterness). I had not expected to mirror myself on such a character, testament to the solid acting of each performer. Contrasting with viewing a war through the eyes of an innocent and hopeful child made for a very pleasant and moving experience. Very well made movie, with a stellar casting. Many thanks to those involved in its production."
"ChristyLeskovar","10","1","1","13 January 2016"," Fabulous!
","What a great movie! It will make you laugh and cry and think. It takes place during World War II. Pepper/Little Boy is sad that his father has gone off to war, and he resents the only Japanese person in town, an older man named Hashimoto. Little Boy and his much older brother, London, try to vandalize Hashimoto's house. London is arrested. Little Boy's mother, played by Emily Watson, marches him to church to go to confession. Little Boy wants faith great enough to move mountains and bring his dad back from war. Father Oliver, played by Tom Wilkinson, gives him an ancient list and tells him, if he does all the things on the list, it will help grow his faith bigger. The list is the corporal works of mercy. Father Oliver adds one more: Little Boy must befriend Hashimoto. It is a heart warming and poignant story with many layers of meaning, beautifully filmed. It does look like Norman Rockwell on film. An amazing performance by Jakob Salvati, who plays Little Boy. How the director, Alejandro Monteverde, pulled such a performance out of a young child is truly remarkable. It is a movie for the entire family. Art illustrates beauty, truth, and goodness. ""Little Boy"" is art. I watched it on Netflix. It was filmed in Mexico."
"robertjmjrs","10","1","1","30 October 2015"," Wonderful and very well done family movie
","Extremely well done family friendly movie. Beautiful period sets and excellent acting. Not in the least corner or overdone. Has a good set of moral messages but was not religious or preachy. I so much wish there could be more movies like this. I believe that most of the reviewers were liberals who assumed that the moral tone was bad for the viewing public and would not be appreciated by us. So out of step with who we, the viewing public, really are like. I believe the critics' reviews crashed attendance. So sad because those of us who saw it loved it by an 80 percent margin. I will do what I can to get more people to watch this. movie."
"estebangonzalez10","4","7","18","28 August 2015"," Little Boy, little inspiration, little ideas, little inventiveness
","""Do you believe you can do this?""<br/><br/>Little Boy is a family friendly faith-based film, and that usually means it's going to be overly sentimental and manipulative, which proved to be the case once again here. These films aim so hard at being inspirational, that they end up accomplishing the opposite. Alejandro Monteverde's film is completely generic and it follows the same beats other movies in this genre tend to hit. From the overbearing narrative which spells out everything that you are about to see and allows you to see the twists coming a mile away, to the cute child actor performance who is impossible not to sympathize with, and the overly heavy handed preachy message that is repeated throughout the movie. Non-demanding audiences who simply want to have a good time with their families will enjoy this because it looks nice, but there is no substance to it and the formula is repeated once again. I didn't feel uplifted or inspired by its message because it lacked originality. The film forces you to feel a certain way about each character instead of allowing you to make up your own mind about them. It's a shame because the cinematography was solid and there were some great actors involved, but the producers played it safe and gave us a generic film which will easily be forgotten. If you want to inspire and move your audience, then actually try being inventive and taking risks instead of centering on an overly melodramatic premise. <br/><br/>The story take place during the Second World War in a beautiful California town. It is narrated by the protagonist who recalls his life during that troublesome period as an 8 year old boy who due to his short height had to deal with the bullying and teasing from other kids his age. Pepper Flynt (Jakob Salvati), who the people in town call Little Boy, has a solid relationship with his father, James (Michael Rapaport). He can ignore all the bullying when he is surrounded by his father's love and devotion. His mother Emma (Emily Watson) and his older brother London (David Henrie) are all fond of him, but he adores his father above all. Things take a sharp turn for Pepper when James is sent to War and he is left on his own waiting for his father's return. He is touched by a sermon given by Fr. Oliver (Tom Wilkinson) about the power of faith and how someone with faith the size of a small mustard seed can move a mountain. He and his dad were fans of a comic magician named Ben Eagle (Ben Chaplin) and when he comes to town during a performance, Pepper is invited on the stage as a volunteer and performs a magic trick which convinces him he too has special powers. Confused by this event and Oliver's message, he puts his faith on his father's return. Oliver gives him a list of things he must do (feed the hungry, visit the prisoners, clothe the naked, and so on) if he wants his faith to work. At the end of the list Oliver adds one last thing: befriend a Japanese. This because after the Pearl Harbor incident everyone in town was verbally assaulting a Japanese immigrant named Hashimoto (Cary-Hiroyuki Tagawa), including Pepper who was relieved to see some of the bullying heading another direction. The film then centers on this odd pairing between the two and after a series of coincidences and random events Pepper begins to truly believe he has the necessary faith to bring his father back home. But has Oliver gone too far by making him such a promise and giving Pepper so much hope? If the film would've cared to explore that question in more depth, we could've had something interesting, but instead it settles for the easy way out. <br/><br/>Despite all the familiar themes this inspirational film tackles, I did have a major problem with its message. The way it handles faith and compares it to something like magic is troublesome. This film tries to do what most religions do, which is tell us that faith has to do with how well we perform. In other words, you need to do a certain thing or follow certain rules if you want faith to work. Which is basically saying that it is all about you and how you perform. I don't agree at all with that view about faith and find it extremely problematic considering the film is geared towards a faith-based audience. However, I never judge a film for its message so that is not why I'm criticizing the movie. Its fault relies on its generic style and melodramatic storytelling. Talented actors such as Tom Wilkinson and Emily Watson are given nothing to do, and even Kevin James is inexplicably in this film playing a role that could have easily been cut out of the film. Jakob Salvati as the lead delivers in charm and sweetness, but we are forced to sympathize with him and that didn't allow me to enjoy his performance. Little Boy is overly sentimental and that is its greatest fault, but I guess that is what one would expect from family friendly films like this that try too hard to inspire its audience. <br/><br/>http://estebueno10.blogspot.com/"
"pennyelenabooks","4","4","9","20 September 2015"," Good enough
","A boy, wanting to bring his father back from war, is willing to do anything to stop the war. Like every other family movie before it, ""Little boy"" focuses on the life of a boy that has to overcome some obstacles but still believing in magic and faith that will both help him achieve the impossible. And like every other family movie it focuses on love and friendship. There are some original points in the movie though that can turn it to become entertaining and interesting. The performances are good as well, with the shots of the scenery to add flavour to the whole atmosphere of the film. With the two worlds colliding into a moving story about love between a boy and his father, Little boy couldn't escape the clichés of the ending, as it had to be a happy end. So 4 out of 10."
"ette","4","5","13","11 April 2016"," Bad taste...
","So, this is a ""cute"" story about a little boy who's determined to do what may be needed to bring his father back from the war. He hears in church that even a mustard seed-sized faith may make you capable of moving mountains, and he takes it literally (and he proved he was somehow capable of it...). A priest gives him a list of ""tasks"" which are required of him to bring his father back (but only if it's God's will, the priest says). Apparently, the intention of the priest was to stimulate the boy to be sympathetic to other people's suffering, but the boy takes everything literally. Overall, it's a ""cute"" story, apart from the explanation of the boy's nickname (and the title of the movie...) ""Little boy"" came out to be the name of the bomb which the Americans dropped over Hiroshima!!!!! So, in a way, the ""little boy"" was responsible for the end of the war, and this was the most celebrated fact in the whole movie... Are you kidding me?? Do anyone think this is cute or something like it? A bomb over Hiroshima?? For me, this ""little boy"" link demonstrated an extremely bad taste! I could have scored the movie as 7, but after that, 4 was my score. It was horrible!"
"jgmlittleboyintern","Null","6","19","16 April 2015"," Little Boy- A story that will touch your heart.
","A touching story that will uplift your hearts and make you believe the impossible. It's a movie that will make you care more about the things that really matter. Today faith is the key to keep going in life. It's the hope that no matter what are you going through, God is in control. It's to be certain that you are going to receive and see what are you asking for, and be committed to be a better person day by day. Jacob's performance is outstanding and touching. It is an example of how we must let our inner child come out in order to enter to God's Kingdom. There are moments of laughter and there are other ones that will make you cry. It's a must-see. I really recommend all of you to see this. Definitely, the best movie of the year."
"sicoday","9","0","0","15 April 2020"," Faith of a child in action
","An excellent depiction of faith hope and loving your enemy in a funny entertaining brilliantly acted movie."
"fmwongmd","7","0","0","17 December 2019"," Moving story
","Well dramatized story of racial prejudice, belief in something grater and the magic of belief. Exceptional acting by Jakob Salvatti."
"asommgerhi","8","0","0","22 January 2019"," faith of the little boy
","The little boy impressed me with the strength of my truth. I admired him so much, that innocence carries a lot of true faith, OH little boy, a wonderful movie holds many meanings and is also unexpected"
"natcalgary","9","0","0","8 July 2018"," Great date night movie
","I wasn't expecting much from this movie but damnnn did it surprise me. I could have watched an extra 30 minutes of what happened next. One of the highest ratings I ever game a movie. And the GF loved it."
"gercs","7","0","0","1 February 2016"," a heartwarming family film
","I saw it, and I liked it. It is such a good family film with high production values. It is mainly about a child, albeit small for his age, who showed to other people what determinism - or in a more religious perspective, faith - is all about. Sounds cliché and predictable, but what makes this film good is how it was told through a little boy, through his innocence and simplicity. Indeed, much can be learned from a child, despite the character's shortcomings for just being an ordinary boy in the neighborhood. The little boy was bullied for being 'little', and he cannot be even considered smart for his age. The setting was World War II, the time when able-bodied men were sent to war in the Far East. The boy has an older brother who satisfied the age requirement, but wasn't able to make it for being flat-footed. So their father was sent instead, and this was heartbreaking to the little boy.<br/><br/>There was hatred of the Japanese almost everywhere, and well, predictable enough, there was a Japanese living in their village who have sided with the Americans. The vengeance for their father was directed to this Japanese, which lead the brothers in committing a crime. The older brother was imprisoned and being a religious family, the little boy had to serve penance for the delinquency that he has committed. From this part, everything almost revolves around a list and the determination to fulfill what was on the list. The good thing is that this was well-acted and well-directed. If there is something to dislike, then some would probably believe that it is the contrived plot marked with a lot of coincidences. For me, however, these coincidences are pleasant contrivances in a sense that they are used to illustrate something valuable in our humanity. The illustration was compelling in a sense that it was used in context with the innocence of the boy. This made things amusing because the coincidences made him believe in himself for having extraordinary powers. Perhaps the village people are foolish enough for crediting the little boy for the atomic bomb. However, it can also be viewed as words of encouragement to the little boy and a celebration of the coincidence amidst depressing times. There is a lot of humanity in this film. If you believe in a supreme being, you will see faith, and if you do not, you will see determination. The turn of the story at the end can be considered cliché, but then by that time the film had successfully made its point already.<br/><br/>P.S. I also think that this is one of the most underrated films that I have ever seen."
"wesleyjnixon","7","0","0","11 January 2016"," A heartwarming story, but it tries to cram too many Sunday-school lessons into one sitting.
","I took my kids to see this while it was still in the theaters, and we all loved the movie. However, the miracles and tolerance lectures were so prominent that even my children thought it was a bit sappy.<br/><br/>The story is great, and you can't help but get a little choked up over the ""Little Boy's"" love and faith. So, if you go into the movie knowing that it is very moral-focused movie, you'll probably enjoy it a lot more than we did.<br/><br/>It was also great to see Cary-Hiroyuki Tagawa again. He did the most justice to his character, and seemed to pull real emotion from the young Jakob Salvati."
"roseben_work","10","0","0","22 October 2015"," Definitely a Cinematic Treasure
","There are a lot of movies that would make an impact after you watch it, but a FEW will make you REMEMBER the feeling long after seeing it. It will always feel nostalgic every time you come across the film.<br/><br/>The movie ""Little Boy"" was beautifully narrated in such a way that you will see the world through a child's eye. It tells a story about faith, courage, family, friendship and love. <br/><br/>The film revolved on the child's unwavering love for his father. He would do anything just to make his father come home from World War II. But along the child's journey, an unlikely friendship was formed. He learned how faith can be more than just a mustard seed & regained courage to fight for what is right. <br/><br/>This movie is beautiful & poignant in every way. It made me laugh at some point and made me shed a puddle of tears. It surely tugged my heartstrings, reminding me of how magical faith can turn into something bigger & how love can change everything. -Roseben Somido, MNL,PH."
"monstermayhem32","8","0","0","17 October 2015"," A life changing tale of hope and courage
","I wil, growing up feeling out of place in world that it is hard to belong in but what makes little boy a rather special film is showing what a son will do To bring back his father from war, during the Second World War, little pepper constantly faces discrimination of his own because of his short height and bring referred to as a might, pepper ends up getting nickname little boy which is also the name referred to as the atomic bomb, what I found to be rather touching is when peppers father takes his son London place in the war due to his son having flat feet this unable to serve in the world war 2, when the father James is declared missing during the war, proper will do all, that he can to bring his father back all while dealing with the changing works around him. It is definitely a feel good film worthy of watching."
"piccinisofia","7","0","0","6 October 2015"," great faith movie
","The little boy is a great movie that is about a dwarf who did not had friends,so his dad was a hero for him. They were 'partners' in everything that they did but his dad was called to fight in the war. That made a big sadness in the family. But the little boy had a lot of faith and the priest gave to him a list about things that he should do to increased his faith, and one of the most important thing that the boy had to do was to be friendly with a Japanese man. In the rest of a movie, the little boy started to do incredible things, that you can think that this happened because his faith, like the people in the town believed, or they were the product of a lot of coincidences."
"maxispr","8","0","0","4 October 2015"," Nice film
","This is a great movie. I can't believe people who unlikes it do it because, they say, it's a religious movie. No sir, it's not. You've got to be a little more open minded. The film wants us to see lots of things. The existence of the Japanese man, clearly, is for the atheists. So why do you complain? The father is alive, yes, but not because of the little boy, not because the father's will. It's just because life is sometimes random. It's not the point. The movie just wants to show how far love can go. In this case, the love of a little boy about his father. End of the story. Thank you very much for reading!"
"tcreyno","10","0","0","19 September 2015"," Don't miss this movie!!
","Don't miss this movie because of faithless Hollywood insider""critics"". This is one of the best inspirational movies you will ever see! This soul cleansing, simplistic story of faith, hope and forgiveness will refresh your cynical heart, drawing some to discover childlike faith. The cast is excellent and portraits emotions we are not always comfortable with. Plan on crying if you have even a hint of sensitivity. The ""Little Boy""is truly about courage in the face of life's bullies and disappointments. Its really a delightful, mystical movie that the whole family will enjoy and hopefully find strength in its timeless message."
"TxMike","Null","0","0","4 September 2015"," Examines the father-son bond during WW2. Can faith move a mountain?
","When I told my wife we had the DVD of ""Little Boy"" from the public library she asked, ""Wasn't that the name of one of the bombs dropped on Japan?"" I said yes but this movie is not about that. Well, maybe it is.<br/><br/>Set in the 1940s California, in a fictional coastal village called O'Hare, Michael Rapaport is the dad, James Busbee, and he has a very close relationship with his young son, Jakob Salvati as Pepper Flynt Busbee. He is small for his age and the local kids are mean, they usually call him ""Midget"" but after the local physician suggests it, he takes on the name ""Little Boy"". <br/><br/>After Pearl Harbor there is a rush for young men to sign up and fight for the USA. The older son, maybe 18 or 19, has flat feet so is rejected and dad signs up in his place. Staying at home is the good mom, Emily Watson as Emma Busbee.<br/><br/>There is also a side story of acceptance, as a local Japanese man, an American citizen who had been there over 40 years, is hassled by the local men because he is Japanese. <br/><br/>This is a ""faith"" story, the young actor is actually the son of a Minister. Some viewers who adamantly detest faith-based movies will object to this one. But it is a very nice story of a young buy having faith that he can get God to help him get his dad back alive and well from the war.<br/><br/>My wife and I enjoyed the movie, very worthwhile.<br/><br/>SPOILER: The boy talks to the Parish Priest who gives him an old card that lists the works of mercy, feed the hungry, clothe the naked, etc. and tells him many believe doing these works will answer his prayers. Little Boy goes about finding ways to do those things. He gets picked at a magic show and told to make a bottle move. He glares and grunts, hands extended, and the bottle moves. Of course it is a trick but Little Boy has faith. He learns the story of the mustard seed, and on a dare he tries to move a mountain just outside town. The ground begins to shake, is it a coincidence, an earthquake that would have happened anyway? Or did his faith move the mountain? Then the Japanese man shows him on a map where Japan is, tells him at sunset (5:15PM) it is across the water where the sun sets. So Little Boy extends his hands and hopes to free his dad. Newspaper headlines the next day show that Little Boy (the bomb) was dropped on Japan, the war was about over. Was it faith or coincidence? His dad, first thought to have been killed, does come home and seems will recover."
"pmhwon-159-584672","10","0","0","1 September 2015"," Little Boy is a wonderful roller-coaster ride of the emotions about a Little Boy with a faith of biblical proportions. It is that, and so much more.
","I bought 3 copies of Little Boy because I feel it makes a wonderful Christmas present this year. Throughout my life, I have come to have favorite films that usually stay my favorite for a number of years until another one takes it's place. Without saying why the following movies were my favorites, they were Of Mice and Men (the original, 1939 version) when I was a child. It's a Mad Mad Mad Mad World replaced it in 1963. In 1978, before It's a Wonderful Life became a Christmas Classic, I happened to view it sometime in the Summer that year and it became my favorite. Then, in 1986 I saw the 1961 film Whistle Down the Wind which became my new favorite until Pay It Forward came along. Now, I am delighted to say that this wonderful movie about faith, love, and many other important elements of life embodied by Little Boy makes it my new number 1 movie. My favorite. The acting was superb, the direction and writing were top notch and deserving of Oscar consideration. I pray that happens and Little Boy comes out on top. Go out and get this movie and buy extra copies for your friends and loved ones this Christmas. They will be thanking you for such a wonderful gift. It is these types of movies that have been missing from Hollywood. Enough of remaking TV Series' and Special Effects action pix. They have their place, but Little Boy is the kind of movie that I love the most. I love being moved to tears and joy and Little Boy certainly fills the bill!"
