"username","rating","helpful","total","date","title","review"
"Spanner-2","7","1","11","21 October 2001"," Washington is excellent, ending is awful
","Denzell Washington and Ethan Hawke are terrific in this cop drama about a rookie cop who finds out his mentor is crooked. The film is excellent for the first two thirds beforing veering way off course in a rather preposterous conclusion that almost wrecks  the good that comes before. Still worth watcing just for the terrific performance by Washington. GRADE: B"
"cmkmhall","Null","1","11","21 October 2001"," UNPREDICTABLE and GREY
","""Right"" and ""Wrong"" are thrown into the blender and turned on ""HIGH"" for this film. <br/><br/>Taking Justice & Loyalty to the ""Nth deGrey"", this movie has an intense flavor you may enjoy. <br/><br/>The performances are riveting and unforgettable. <br/><br/>Otherwise, this film so scrambles the moral conflict implied by the action that you may simply leave the theater feeling relieved that you are not a part of Alonzo's world."
"Big Joe-2","7","1","11","20 October 2001"," Leave your brain at the door
","I'd like to know how someone greenlights a project for millions of dollars that has a hole in the plot as big as this film does. The scene central to the entire tale is the murder. Explain how these expect investigators to believe their story? Their man is shot and down, they kill the perp and call for the meatwagon. The ambulance and back-up is on scene in minutes. So - when did they have the time to chain saw through the floor in the kitchen, dig up the ground beneath it with picks and shovels, pull out the trunk with the cash and open it? PLEASE! Ruined the entire climax of the film."
"jmcool5164","Null","1","11","19 October 2001"," Take the kids!
","Finally! We get a family film that doesn't promote homo-erotocism (Emperor's New Groove) or that makes teenagers look smart (Princess Diaries). ""Training Day"" is a movie that families can go to and enjoy! Its full frontal nudity will definitly have kids playing the fun game ""Match-the-Movie-Body-Part-On-Mommy"". Denzel Washington also gives kids good lessons like, ""Don't turn down any offers in the streets"". It'll also want kids to beg you to take them to the nearest 'hood! Ignore Max Keeble, go to Training Day!"
"Dignan_Tenenbaum","Null","1","11","18 October 2001"," Finally, a good movie from Antoine
","I knew that Antoine Fuqua had a good movie in him.  Let's breakdown his career: He directs music videos (most notably, Gangsta's Paradise) then he gets tapped to do an American version of the Hong Kong action film.  The Replacement Killers was alright, I suppose, but it certainly didn't live up to its predecessors.  Then he gets stuck directing a movie with Jamie Foxx in the lead.  That had disaster written all over it (Jamie Foxx is absolutely great in supporting roles).  But with Bait, you really could tell that Fuqua had talent, even if the material wasn't good.  But now, with Training Day, he's given a prime opportunity to show us what he's made of. And it's clear that he's got a good career ahead of him.<br/><br/>This movie is a real treat in this time of what seems to be one bad movie after another.  It's very funny at parts, but not to the point where it's a comedy that gets all serious at the end.  Denzel is, of course, great.  I really don't understand why people keep making a big deal out of his performance though.  Sure, it's the first time he's played a bad guy, but I honestly can't think of one time when he's given a bad performance.  He's always great, so this shouldn't be a surprise.  What is a surprise is Ethan Hawke.  For once he's not playing the brooding, misunderstood guy.  He plays this one like it should be and that was the big acting surprise (not seeing Dr. Dre as a cop).<br/><br/>Normally, when a movie has a revelation towards the end, it changes your whole viewpoint on what happened earlier.  But, without giving away anything, with this movie, it just makes you uneasy about the events that are to come.  I've also read a few people talking about how the very end is a little hard to swallow.  It makes perfect sense if you really paid attention to the rest of the movie.  And I'm not talking about ""if you blink, you miss the key point of information.""  This film is about setting a certain mood and state of mind.  Both from the director and from the characters.  If you let yourself get into it, the whole movie is a really great experience.<br/><br/>Like I said before, this movie is very funny.  But the action in it is some of the best in a while too.  It's not all about special effects and messing with your visual perspective.  Most of the action is shot in a way that allows you to follow it from start to finish.<br/><br/>I loved the cameos too: Snoop Dogg, Dr. Dre, Macy Gray, Tom Berenger, and that guy who played Redbud in The Usual Suspects.  They were fun, but not distracting.  Overall, I guess the movie does have it's flaws; it does seem to drag a little in parts.  But it is still a great movie worth watching. While this is Antoine Fuqua's first really good movie, I hope he now has the ability to get better and better projects.  I've never ended a review with a pun before so I won't call his first two movies training days.  That would just be wrong."
"bigswede1295","7","1","11","17 October 2001"," possible SPOILER-SPOILER-SPOILER
","Here's the deal.  This movie SHOULD really get a 6 out of 10 from me (I gave it a seven).  The problem?  The script.  The script is pretty good, but it has two major problems.  The films these-types-of-cases-can't-go-to-court-type ending really cheapens the rest of the film.  And then there is the vice that really gets Denzel Washington's character in trouble ... it just does not jive.  Like Snoop Dogg smelling the scent of rookie cop on Ethan Hawke, Mr. Washington's vice smells of plot device (as opposed to character).  Now, sure, lot's of films make this mistake but what makes it so grating here is that the film would have been really good without it.  You see, Mr. Washington's character simply is too smart for this vice to be a character flaw.  It just does not work, and with the easy out ending, it cheapens the whole effect of Denzel Washington, Ethan Hawke, and Anton Fuqua's work.  A six out of ten knocked up to a barely passable 7 simply because I know that it is the script that betrays everyone else who worked on this film."
"JavierElRey","7","1","11","15 October 2001"," Solid
","I just kept thinking, ""How could Jake (Ethan Hawke) even survive so much in one day?"" This was an excellent film. Not without its weaknesses, but well-acted and very vivid in its depiction of the undercover narc scene in the LAPD. I don't know how accurate it is, but it makes me wonder about the dirty cops that are out there."
"huggybear-1","8","1","11","15 October 2001"," Three dimensional cop drama
","This film is refreshing for a number of reasons.  Firstly, the plot has some depth and originality, something which cannot be said for the majority of offerings in this genre.  Secondly, the characters are solid and believable. This is in no little part due to the excellent performances put in by Denzel Washington (hardened veteran Narcotics officer) and Ethan Hawke (the rookie on his 'training day').  Another reason for being refreshing is that Denzel is the bad guy - he plays the players to his own ends, and not just to put the criminals away.<br/><br/>The action flows nicely from a steady beginning to the fateful climax and, even though the film paints quite a bleak picture of what is required to survive and thrive on the streets, there are not a few moments of humour.<br/><br/>Definitely recommended."
"darkjosh","8","1","11","17 October 2001"," Searing Work From Washington and Fuqua
","Audiences looking for a big, mindless, action-driven cop flick in Training Day will be surprised by two things: director Antoine Fuqua, who made the dismally mediocre Jaime Foxx vehicle, ""Bait"", has molded an adult, tense, mature, and engrossing action-drama, and two, Denzel Washington has eschewed his good guy persona, playing a charismatic but unlikable rogue cop.<br/><br/>While the story of corrupt cops lurking in the police department may be done to death, a certain timeliness is present with such stories as the recent LAPD Rampart scandal.  Ethan Hawke plays a rookie-cop who hopes to work his way up the rungs of the LAPD to detective by working with seasoned undercover narcotics cop Washington.  Washington proves, however, to have questionable methods of investigation and procedure.  Hawke unwittingly is drawn into the sickly logical and charasmatic musings of Washington until he ends up unwittingly becoming a participant in a coverup.<br/><br/>Again, the story has been done before, but rarely has it been tackled with such a tense, uneasy, and guttural realism.  Director Antoine Fuqua injects the film with a searing authenticity: LA hasn't been such an uninviting. dangerous, ugly urban jungle in a while, with bleak, rainy shots of the city swimming in dirt, litter, and graffiti. The use of realistic looking and acting gang members, and also the cameo appearances of rap stars helps keep tensions high as well, and also adds striking resonance.<br/><br/>
Anchoring the whole movie is Denzel Washington, in a refreshing change from his usual upstanding, righteous roles.  As the corrupt cop, he gleefully goes for broke in a manic, antihero, larger-than-life performance so unlike his previous work that it will surely garner him an Oscar nomination.<br/><br/>
While the last 15 minutes almost undo the fantastic work by the cast and crew, Training Day is an accomplished renewal in the cop movie genre, a promising feature in Fuqua's career, and another great performance under Denzel Washington's belt.<br/><br/>8 out of 10"
"laurelp52","Null","1","11","14 October 2001"," Suspenseful, unpredictable glued to the screen to the end.
","I went to see Denzel, but am so impressed with Ethan Hawke. The total realism and surprise when Hawke shot Denzel in the buttocks was wonderful acting on Denzel's part. I was drawn to Hawke's character as unshakable in his beliefs and ethics, so much guts. Sorry Denzel, you can never be an evil character to me. Some actors look like a--holes even in an interview, but no matter how hard you try, you still show that good person at heart no matter what character you play. grin. I will absolutely put Ethan Hawke on my list of actors to follow now. Laurel"
"katana_one","7","1","11","1 October 2001"," Gritty.
","Having heard very little about this film, I walked into a preview screening with no idea what to expect.<br/><br/>I have to say, I was entertained from start to finish. For me, that says a lot (just read some of my other recent reviews). And isn't being entertained what counts?<br/><br/>Ethan Hawke and Denzel Washington are both superb in their roles, and are instantly beleivable as the naive beat cop and the veteran narcotics detective. Hawke questions Washington's over-the-line methods at every turn, only to be faced with the effectiveness of those methods. With so many recent headlines referencing scandal and internal investigations of police forces across the country, this film is relevant, and carries a gritty realism that left an impression in my mind.<br/><br/>Definately not an action summer blockbuster, but too good to be passed up..."
"rawpower673","Null","1","11","11 October 2001"," The film and Washington's performance.
","Okay we've seen Washington play controversial figures before, but there was something about his character in ""Training Day"" that hit me hard.  How hard? It's best if I draw a comparison:<br/><br/>Anyone familiar with ""Once Upon A Time in the West""?  Anyone?  Show of Hands?  Let me illustrate the opening scene.  Typical opener for a Western: Low down, yella bellied, rattlesnake types roughing up a small homestead. Roof burning, windows shot up, family dying.  A small child huddles against his parents' lifeless bodies.  A shadow looms over him.  The boy gazes at the man casting the shadow:  From the boots up, up, up, into the leering face of...<br/><br/>Henry Fonda.<br/><br/>Yes, THAT Henry Fonda.<br/><br/>""Young Mr. Lincoln"" Fonda.<br/><br/>""Golden Pond"" Fonda.<br/><br/>HENRY F---ING FONDA.<br/><br/>And THAT is the effect Denzel ""Detective Alonzo"" Washington had on me while watching ""Training Day"".  The exact same shock some filmgoer in the late sixties would have had the first time Henry clean-as-a-slate Fonda was cast as a scummy murderer.<br/><br/>Okay, back to your lives now.  Thanks for hearing me out."
"Goldie-3","Null","1","11","11 October 2001"," Denzel's Done It Again
","I've seen Denzel Washington play comedy, romance, fantasy, drama, action...and he's always turned in a superb performance.<br/><br/>This time he's outdone himself as a total rock bottom villain.<br/><br/>I doubt he'll be nominated for an Oscar, because this is not the kind of film the academy usually looks at twice. But his performance is beyond description.<br/><br/>The plot moves fast, has several unexpected twists and turns, and keeps the viewer glued to his seat. I didn't even want to blink!<br/><br/>Denzel Washington is the finest actor to come along since Jimmy Stewart."
"cocaine_rodeo","Null","1","11","14 October 2001"," ""You Want to Go to Jail or You Want to Go Home?""
","Best movie I've seen all year. There were many great parts, but the gold goes to Denzel. I think this is his best movie, not his most challenging, but his best movie. It is great to see him as the bad guy for once.<br/><br/>
Denzel Washington is a great actor, but he generally isn't in movies I like. But this was a nice change. I feel the same about Ethan Hawk, only instead of 'generally isn't in movies I like' it's 'never in movie I like', but I surely cannot say the same about Training Day. The two actors gave excellent performances, the subplots kept me interested, and the ending was great.<br/><br/>
There is some pretty strong violence and a lot of profanity (yet it made Washington's character more believable as an inner city narcotics detective), but who ever can't handle the above should know better than going to a movie like this just by watching the previews, so enjoy! 10/10"
"Isabella Andolini","8","1","11","13 October 2001"," Very Good -- In Spite of Antoine Fuqua
","Don't believe the rumors; Denzel Washington was not ""over the top"".  He was to quote Roger Ebert ""over the top and down the other side"".  His performance was wild and out of control--and he seemed to be enjoying it! There is a line that separates a tour de force performance from buffoonery, Mr. Washington skidded all the way to the edge, wobbled violently, but managed to keep from falling over that line.  Viewers will love being along for the ride.  <br/><br/>I have never before seen a Denzel Washington performance worth seeing, let alone mentioning until now.  Sure he's a wonderful actor, yada, yada, yada, but he has always been too bland and vanilla for this reviewers taste.  But now Denzel has acquired some long needed ""flava""<br/><br/>Ethan Hawke was good too.<br/><br/>Antoine Fuqua on the other hand was not good.  He should return to directing music videos at once.  Will someone tell him there are more camera angles besides extreme-up-the-nostrils-close-ups.  The direction was deplorable.  A first year film student could have done better.  I kept thinking to myself ""when did I direct a movie?""  that was the only possible explanation for it being so poorly directed.  This film was saved from it's simple script and horrendous direction only by exceptional acting (Washington and Hawke) and an editor who must also be a magician.<br/><br/>The acting and editing not only saved this film from it's unskilled director but from the additions of Snoop Dog and Dr. Dre to the cast.  I imagine there must not be very many skilled actors in Hollywood since they found it necessary to scavage among rappers to play minor roles."
"giancarlorocks","Null","1","11","13 October 2001"," An intense, character driven cop film...
","The most salient component in Training Day' is the intensity that stars Denzel Washington and Ethan Hawke bring to the screen. Director Antoine Fuqua presents his third and best film yet that weaves a simple yet effective tale of human tragedy and morality. Fuqua's first cinematic foray was the ill-received The Replacement Killers'. In the film he proved he was a student of the art in which he displayed his flair for John Woo style visuals in this Honk Kong-type action flick starring Chow Yun Fat.  From then on he went on to make Bait' a so-called action comedy that failed on almost every level. In this; his most mature film as of yet, he tones down his visuals and uses Washington's acting capabilities to the fullest capacity to create a rich, character driven film that is taut and tense. Training Day' is exactly what the title describes it as. The film unravels within the span of one full day and brings us into the heart of police corruptibility. Ethan Hawke stars as Jake Hoyt, a former rookie uniform officer on his first day in the narcotics department. Heading this department is Washington who portrays Alonzo Harris; a deviant and ruthless corrupt cop who has crossed the line of morality. Within a span of one day, Hoyt is literally thrown into the fire' as he is exposed to the dark underbelly of the Los Angeles Police Department Narcotics Unit while being trained' by Harris.      Without spoiling the simple yet efficient script, these two men deliver great performances that catapult this otherwise regular film into a good film. Within the span of one day, Hoyt is exposed to massive gunplay, violent attacks, crooked drug dealers (such as Snoop Dogg), a loud-mouthed drug haven (Macy Gray) and plenty of foul language as Hoyt must come to terms with the disparaging image that being a cop is not all it was supposed to be. In terms of performances, this film packs it in mainly due to Washington's villainous turn as a cop who has crossed the line and who is attempting to  recruit  others with him. A welcome note is Hawke's turn as a young cop who holds his own against Washington in some tight and well acted scenes that add a certain level of intensity that completely captivate the audience. In addition to all this, a refreshing angle in this film is that unlike other films, we see the relationship between our hero' and villain' (notice the quotation marks) build up, blossom, and deteriorate before our very eyes. This leaves the relationship unmasked and we as the viewers get to experience  first hand the detrimental characteristics of this unconventional relationship.      As for the direction of this film, I mentioned it earlier. It is a substantial step in terms of Fuqua's respectability factor. Finally he won't have to be ashamed of one of the movies he has done. It is imperative to note that this is not an action film, nor a thriller. It is a pure dramatic piece that pits both antagonist and protagonist against one another that is highlighted by well-written scenes and great acting.      Screenwriter David Ayer creates a fairly decent script that allows the audience to view a first hand glimpse at the audacity and cunningness of Washington's character. Furthermore, those of us who have seen the film know that there is a subplot that pits Washington against a deadline that forces our villain to commit these protruding acts all within the span of one day. This allows the audience to also view what means he takes to achieve an end. Without saying too much, Hoyt is exposed to the easy way to making Detective and the normal, arduous task that is of the legal and rewarding manner. In terms of its' worthiness as a film, it surprises on many levels. Perhaps due to low expectations this was a surprise but make no mistake  this is a well-made film that tells  a tale with a surprising amount of intensity, tension and with an interesting graphic resolution.<br/><br/>
Giancarlo's rating: **1/2"
"giuliano-3","8","1","11","13 October 2001"," Very good tour of inner-city LA
","This is the first movie in quite a long while in which I walked into the theater with high expectations and walked out completely satisfied. Denzel Washington is beyond a great actor. In my opinion, after watching this film, he is among the top two or three of his generation. If Glory introduced him to the masses, Training Day should cement his place in film history. Very few actors have the ability to be effective as both the hero and the villain. Kevin Spacey, Robert DeNiro, and Robert Duval come to mind also. Denzel was the perfect villian for this film. The atmosphere of this film is very gritty and realistic. Still, it does not move slowly, and every little vignette in the story seems pertinent at the end. The only flaw with this film might be that it was supposedly supposed to mirror the life of a rogue LAPD narcotics officer. Maybe it was a little too dramatic in the end, but again it was well worth my time and energy to see this film. 8.8/10"
"Rhino Rover","8","1","11","13 October 2001"," Dark and intriguing
","I've always thought that Denzel Washington was/is a wonderful actor. He's proven it time and time again but he has always played morally true characters or the typical Hollywood `good guy' so when the `Training Day' trailers first came out I was really looking forward to seeing Washington portray a completely opposing character. <br/><br/>Training Day literally takes place over the span of one day. A young patrol cop, Jake Hoyt (Ethan Hawke) gets his big chance to further his career goal of becoming Detective by working with the legendary Alonzo Harris (Denzel Washington). This man's reputation precedes him and has been responsible for over 15,000 man years of incarceration based on his investigations and Hoyt is now getting his chance to work in Harris's squad. Hoyt finds out that Harris is as tougher than his reputation and quickly begins learning the ropes of street justice but to the contrary of everything he's learned and devoted his life to. `To Serve and Protect' now takes on an entirely new meaning.<br/><br/>You know I really hope that Denzel Washington does more of these types of roles. I'm always amazed at his acting skills but he always plays the same type of character. Whether that was a career choice or not, it was very refreshing to see him finally play a more `evil' character per say. In this case, the role was even more amazing in that Harris isn't so much evil but that he has his own outlook on how justice should be handled. In some instances you actually begin to agree with his outlook and root for him. I have never seen Washington give a poor performance. He acts with an intensity that very few other actors have and dives into his character with reckless abandon.<br/><br/>What surprised me even more was Ethan Hawke. I've never been a huge fan of his and I sometimes find his characters hard to believe because of his boyish looks. But in this movie they seem to work. He comes across as a young ethical patrol cop trying to make his way to Detective. Throughout the movie he has his morals and ethics challenged by Washington's character and frequently he caves into Washington's dominance. This worked very well and made the movie interesting but more importantly Hawke make his character believable. I was impressed by his performance in this movie.<br/><br/>There was a nice little scene with Cliff Curtis (Smiley). I saw this actor in `Blow' and really like his performance there. Hopefully he doesn't get typecast but he was very good in the character he played here. I guess if there's on thing to get picky about was the storyline. It seems a little extreme to have only one day to make or break making a new squad but in the context of the story, this works. Especially when you know the motives behind Washington's character. <br/><br/>Overall, this was a dark entertaining movie. If for nothing else, see this movie to see Denzel Washington play a bad character. You'll be surprised and impressed."
"spazierganger","7","1","11","13 October 2001"," Great acting, pretty good story
","""Training Day"" is a film which features great acting by the two leads, and a story that's very good, until it slips a bit at the end. Denzel Washington plays a corrupt, veteran narcotics cop who's training Ethan Hawke, a young cop hoping for a spot on the unit. Both of the leads, especially Washington, are great. Washington's portrayal of Alonzo Harris will, I think, end up being one of the best, if not THE best, performance of the year. Definitely Oscar-quality material. And Ethan Hawke more than holds his own. Washington has been getting more praise, probably deservedly so, but Hawke does a great job playing Jake Hoyt, totally the opposite of Alonzo, thus making Denzel's performance stand out even more. Aside from those two, there really aren't any big parts, just lots of little ones. Most of those are good as well. Surprisingly, Macy Gray and Snoop Dogg do nice jobs in their brief appearances.<br/><br/>Antoine Fuqua does a good job directing, which is a bit of a surprise, considering that his previous work isn't really worth mentioning. I didn't know he had it in him. His directing isn't quite as good as the acting, but he does keep things moving nicely and does a good job of building up tension as the film goes on.<br/><br/>The script, written by David Ayer, is the only complaint I have. ""Training Day"" starts off with a great deal of promise, but then loses it a bit at the end. At the beginning, Alonzo doesn't come across as a horrible person. He makes some interesting statements that could make you think, and he has decent reasons for what he does. He doesn't always follow the laws, but he can make you understand why he breaks them. But by the end, he's a completely corrupt, totally evil villain. And then the film is no longer about these choices that he makes, but about Hawke trying to stop a madman. Don't get me wrong, the ending is still exciting and fun to watch, but I was a bit disappointed to see the film abandon the moral complexities that it hinted at earlier. But, with the acting, it's still a very thrilling film, even at the end. Washington and Hawke could have been fishing, and I still would have been on the edge of my seat. So despite my minor issues with the story, the quality of the performances is more than enough for me to recommend ""Training Day.""<br/><br/>Rating: 8/10"
"CarpenterKen","8","1","11","10 October 2001"," Good cop / Bad Cop
","`Good cop/bad cop.'<br/><br/> The police interrogation technique of partners ganging up on a suspect has long been a cinematic staple, but in `Training Day,' the new film from Warner Bros., the competition between good cop/bad cop goes on inside one cop.<br/><br/> Narcotics detective Alonzo Harris, played by Denzel Washington in a spectacular performance, is the schizophrenic combination of a streetwise law enforcement crusader and a vicious leader of a police wolf pack that preys on bad guys and good guys alike.  He is funny and likeable, ruthless and despicable, hero and outcast.<br/><br/> `There are some profoundly evil people walking these streets,' Alonzo says as the film begins. Will good prevail over evil?  That is the simple dramatic question director Antoine Fuqua poses here, but the route to the answer weaves erratically through crime-infested neighborhoods and sizzling plot twists, jumping from one spellbinding scene to the next.<br/><br/> Harris spends a single `training day' working with narcotics  division recruit Jake Hoyt (Ethan Hawke).  Hoyt is a veteran ofuniformed traffic duty in the suburbs, but Harris sees enough in him to offer a chance to make detective on the mean streets of Los Angeles.<br/><br/> The two spend most of the day riding around in Harris' `office,' a vintage low-rider Monte Carlo, as the grizzled but suave Alonzo explains the nuances of working undercover and making the big arrest.  Harris convinces his protégé to smoke PCP-laden weed, saying refusal on the streets would cost him his life -- `If I was a dealer, you'd be dead by now.'  He tells Hoyt not to wear his wedding ring to work, saying suspects would seize on it as a sign of weakness, a vulnerability to exploit.  They drink malt liquor like so much bottled water, and even stop off for a few belts of `the $300-a-bottle good stuff' with Harris' shadowy friend (played perfectly by Scott Glenn).<br/><br/> Harris boasts of the `15,000 man-hours of incarceration time' that his investigations have led to, but he allows several small-time criminals go free after Hoyt is ready to make busts.  `We're not racking up arrests today,' Harris says. Hoyt asks, `Just let the animals wipe themselves out?' And Alonzo replies, `God willing.'<br/><br/> Fuqua, who made a mark directing music videos for Arrested  Development, Henry D & The Boyz and Coolio, distinguishes  himself with his third feature, after `The Replacement Killers'  (1998) and `Bait' (2000).  The pace of the film never slows, even when the two main characters are simply riding around in a car or sitting in a restaurant.  The action sequences are interlaced with driving rap music and feverish editing, and Fuqua keeps the viewer guessing about what will become of Harris and Hoyt to very last.<br/><br/> Even with a scraggly mustache and goatee, Hawke still has a hard time shaking off his boyish innocence, but he comes of age as an actor in `Training Day.' With solid performances as a teen-ager in `The Dead Poets Society' (1989) and `A Midnight Clear' (1991), Hawke started landing some starring roles, including the overlooked lead in `Snow Falling on Cedars' (1999).  A Best Supporting Actor nomination would not be a surprise, given his stellar work as the tormented Hoyt.<br/><br/>As for Washington, he has never been better on screen, and we're talking about an actor who has mustered four Academy  Award nominations in his career.  He earned his first nod for a supporting role as South Africa's Steve Biko in `Cry Freedom' (1987), and then won the Oscar for Best Supporting Actor in 1989's `Glory.' He followed that with Best Actor nominations for `Malcolm X' (1992) and `The Hurricane' (1999). (He should have  won both statues, losing to Al Pacino in `Scent of a Woman' and Kevin Spacey in `American Beauty.')<br/><br/> Some wonder whether Washington took a risk by playing a rogue cop in `Training Day,' but other than the upbeat football coach in `Remember the Titans' (2000), his past characters have not exactly been choirboys.  For example, Reuben `Hurricane' Carter was a ruthless boxer and enough a product of the streets to be convicted of manslaughter, and Malcolm X made enemies of both whites and blacks before being assassinated.<br/><br/> No, playing Alonzo Harris was not career suicide for Washington. In fact, it's very likely he'll finally win the Best Actor Oscar that his body of work so richly deserves."
"harkyeharold","Null","1","11","9 October 2001"," There's No Flawless Movie
","If you can lose yourself in the overall action WITHOUT nit-picking technical issues or plot inconsistancies/holes to the bone, you might enjoy this fast-paced action movie. <br/><br/>My personal opinion-from one who has never been on that side of the street-it had a dark, gritty realist feeling.  I know there are cops out there who are tempted to cross the line and do so for whatever motives.  No shocker there.  That one might involve a rookie on his first day and really *(^* with his head, well, hey, I can suspend disbelief if the action is hot.<br/><br/>I thoroughly enjoyed seeing Denzel in a villanous role and thought he carried it off to award perfection. DEFINITELY NOT OVER THE TOP- as some have claimed.<br/><br/>Ethan Hawke is a good foil as the naive rookie, eager to make dectective grade, who gets an unexpected mentor in Denzel.    <br/><br/>Worth seeing again in my opinion."
"AnthonyM83","8","1","11","8 October 2001"," Interesting portrayal of police work
","Training Day is a dynamic film about the darkest and most intense side of police work.  The moral dilemnas and predicaments that arise for the aspiring narcotics officer are real problems that officers must face at times.  The movie portrays how some officers find themselves in the ""underworld"" environment, without ever planning to enter it.<br/><br/>The scene in the car, after they do the felony stop on the teenagers, shows how a seemingly strong-minded cop might be manipulated and it all starts there.<br/><br/>I was also impressed by the realism as far as police work.  The way the suspects refuse to cooperate, the artificial respect of the dealers with the cops, the drug sell hunting, the drug swallowing, the language, etc.<br/><br/>If you're a law enforcement officer, especially a patrol cop, this is a REQUIRED viewing.<br/><br/>Let's remember that as extreme as the film might seem, most of it happens regularly in the big cities.  Enjoy."
"abcceo","Null","1","11","8 October 2001"," Denzel Washington at his very best !
","This movie is much more than exceptional. It begins cleverly and increases with enormous intensity as it moves to an overwhelming climax. The Academy Award for best actor must go to Denzel Washington for giving what I believe to be the greatest performance of his career as well as one of the greatest performances of any actor in history.  Denzel is the character, ""Alonzo Harris"". He uses every existing talent within himself to make the portrayal of this character as ""real"" as any character that has ever appeared on the screen.  I have always considered Denzel a great actor since I first saw him in ""Carbon Copy"". He is without question, simply the best actor in the world.  ""Training Day"" is the vehicle that puts it all out there. Thank you Denzel for caring enough to give the performance of a lifetime."
"rpupkin77","Null","1","11","7 October 2001"," A Brazen Morality Tale
","""Training Day"" is by far the most enthralling Cop movie in a very long time. Right from the beginning it breaks down every Hollywood cliche involving the genre, and makes very interesting observations on the dynamics between police and criminals in the LA underworld. The good cop bad cop metaphor is taken to new territory in this film.<br/><br/>In the movie, the idealism of rookie cop Jack Hoyt (Hawke) is violently juxtaposed with the Machiavelian cynicism of the veteran detective Alonzo (Washington).<br/><br/>(In my opinion Washington gives the most stunning portrayal of a jaded cop since Gary Oldman in ""Romeo is Bleeding"".)<br/><br/>I will not delve into a plot summary, however, I will note that Antoine Fuqua's third film is by far his most truthful and memorable. It stands so far above the entertaining but pointless 'Bait' and the just plain crappy 'Replacement Killers', that I cannot believe that they were made by the same man. In the previous two films it was as if Fuqua was trying to make movies that were to seem that they were autered by more prominent directors (John Woo and Michael Bay to be exact).<br/><br/>However, in this film, the director has garnered his own voice, and he has some very important things to say about race, right and wrong, cops and criminals, and about the lines that blur between them all.<br/><br/>The true brilliance of this film, however may not be the message that Fuqua wants to convey, but rather the sheer mix of subtlety and outright vicery though which he does convey it. This film is not perfect (which films are?) but it is very important, and it is very ballsy and that is what counts.<br/><br/>8.5/10."
"sychonic","Null","1","11","28 April 2002"," Good performances, unsuccessful movie
","This movie proves that outstanding performances can't save a bad movie Denzel Washington may not have deserved the Oscar for this performance, but he definitely deserved the nomination--he's excellent. As is Ethan Hawke, and in fact virtually every other actor from top name to extra. Unfortunately, spoiler here, the basic story line is silly. Especially the ending with the Russian mob--come on, hasn't the Russian mob been done to death? And the overwrought ending is a basic cop out (so to speak), they don't seem like they could figure out a decent ending so just tacked on a nice execution scene. It's easy to criticize bad writing, but here it's even easier since it's so evidently poor. These guys get paid big bucks, they should at least put out some effort, especially when they've got as much talent as they do here.<br/><br/>So disappointing, still if you can sit back and enjoy the Hawke/Washington/Glenn etc. acting it takes the edge off the silly story line."
"shaun98","7","1","11","26 April 2002"," Denzel's great!
","[possible spoiler]<br/><br/>
If you ever ask yourself if one performance can make a film, all you need to do is take a look at ""Training Day."" Denzel Washington delivers one of his very best acting jobs ever, as what must be the most corrupt law enforcement officer portrayed by a leading actor. The character is not unlike Robert DeNiro's Travis Bickle; at first he walks a *very* narrow line between sanity and madness, and to his credit he does a fairly good job (up to a point) in barely keeping himself on the right side. We may not like him, or approve of his actions, but we accept him as he is, as well as the fact that he has reasons for what he does that seem perfectly logical and sensible to him.<br/><br/>Some critics have been hard on Ethan Hawke, probably because Washington outshines him. That's missing the point. The Hawke character's purpose in the film is to provide a foil, a contrast to his partner's insanity. They are complete opposites, and it's interesting to notice that while Hawke is more idealistic and ""upright,"" he's also a bit naive, and tends to see things in black and white. Washington, on the other hand, perceives the world in shades of gray. While that's probably the more accurate and balanced outlook, he simply goes too far, and pays the price.<br/><br/>Is the ending a bit overdone? Yes, it is, but no one will deny it's effective. It was inevitable that his actions would backfire on him. As the film proceeds, he descends further and further into his self-created morass. There is a point in the film where it is immediately apparent that he has finally reached critical mass, and there's no turning back. I was reminded of the Biblical proverb, ""He who lives by the sword dies by the sword."" The wisdom of that statement is all too apparent when applied to the character.<br/><br/>*** (out of ****)<br/><br/>Released by Warner Bros."
"moveefrk","Null","1","11","26 April 2002"," Deserving of the gold.
","In this unflinching urban thriller, Ethan Hawke plays an idealistic cop named Jake Hoyt who pairs up with his new boss, Alonzo Harris (Denzel Washington), a charismatic, but evil Los Angeles narcotics officer who's out to taint the rookie on his very first day on the job. Washington won a well-deserved Best Actor Oscar for his chilling portrayal of the cop gone bad. Hawke also holds his own as his impressionable query. Although cynical, the film wisely doesn't over generalize the L.A. police force."
"Andrea_linkinpark","Null","1","11","24 April 2002"," Alternate Ending
","I loved this movie. Both Ethan Hawke and Denzel Washington were great actors in this film. Macy Gray did not do too bad either. I saw the VHS of this movie and I must saw I was disappointed   by the alternate ending. They should of had something that would have totally put a spin on the movie. Perhaps something to the effect of the ending of the Sixth Sense. I thought that the alternate ending added nothing to the movie. So pretty much what I'm saying is that the movie could have done without the alternate ending or a better alternate ending would have been a great addition to an already great movie."
